Position,Track Name,Artist,Streams,date,region,spotify_id
1,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,2518705,2019-01-04--2019-01-11,it,2fkVZYFv9hOejIsLzZy8ad
2,Che cazzo ridi (feat. Trippie Redd),Fedez,1851365,2019-01-04--2019-01-11,it,7GeC7Nb58zsPnlFSfF0HZU
3,Happy Birthday,Sfera Ebbasta,1706622,2019-01-04--2019-01-11,it,7Cw97917dvg5xm6XMAA4Y2
4,Torna a casa,Måneskin,1622488,2019-01-04--2019-01-11,it,3590AAEoqH50z4UmhMIY85
5,Calma - Remix,Pedro Capó,1536649,2019-01-04--2019-01-11,it,5iwz1NiezX7WWjnCgY5TH4
6,La fine del mondo,Anastasio,1357006,2019-01-04--2019-01-11,it,3FhWEh7VTAOYK4edZqNWNB
7,90MIN,Salmo,1342579,2019-01-04--2019-01-11,it,3Ls9yKzshQye18Tx2AvOb6
8,Cambiare Adesso,Dark Polo Gang,1272972,2019-01-04--2019-01-11,it,01MJgnPL3AuwmYQ4EbHzD7
9,Senza Di Me (feat. Venerus & Franco126),Gemitaiz,1201725,2019-01-04--2019-01-11,it,3xGD5KhnizETt7KQwxtUAc
10,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,1181763,2019-01-04--2019-01-11,it,4w8niZpiMy6qz1mntFA5uM
11,Cascare nei tuoi occhi,Ultimo,1145635,2019-01-04--2019-01-11,it,60oJSn5MTG2VNvCJKwd65M
12,CABRIOLET (feat. Sfera Ebbasta),Salmo,1133034,2019-01-04--2019-01-11,it,7wC76LWyNxaP3hjGzbWOcN
13,MALA,6ix9ine,1078513,2019-01-04--2019-01-11,it,0LQ1J0BCzA2qnAgp9MkkNE
14,oh 9od,tha Supreme,1016707,2019-01-04--2019-01-11,it,0UuqwLM3UFmwcXSJgfFHvr
15,Fuoco e benzina,Emis Killa,1010048,2019-01-04--2019-01-11,it,4Fs1sEg9Mwn6vykFD89xvc
16,Happier,Marshmello,990699,2019-01-04--2019-01-11,it,2dpaYNEQHiRxtZbfNsse99
17,STAI ZITTO (feat. Fabri Fibra),Salmo,978582,2019-01-04--2019-01-11,it,2rgOAX5Cj3pk8JFnaPwJbd
18,Hola (I Say) (feat. Tom Walker),Marco Mengoni,978030,2019-01-04--2019-01-11,it,42LrSpEHmXHfjEH8NeiQQi
19,MIA (feat. Drake),Bad Bunny,966270,2019-01-04--2019-01-11,it,116H0KvKr2Zl4RPuVBruDO
20,Los Angeles,Luna,874292,2019-01-04--2019-01-11,it,44oZqBLSPMKbxB0bOuUrEN
21,Bella e rovinata,Irama,815935,2019-01-04--2019-01-11,it,5uPQRVuGquShCnqzuOTq4B
22,Posso (feat. Max Gazzé),Carl Brave,798802,2019-01-04--2019-01-11,it,5N0nmOmc0MqPZTYKw4fVV6
23,LUNEDI',Salmo,796822,2019-01-04--2019-01-11,it,1VNARx6Sm6ZYAsDMCGiU1B
24,Toradol,Gemitaiz,790412,2019-01-04--2019-01-11,it,3Rmv3h4ovgt9xVgWOfMlLx
25,Vertigini,Tedua,779262,2019-01-04--2019-01-11,it,1Oou7m2VuxCDSOdqsu07TU
26,Prima di ogni cosa,Fedez,734079,2019-01-04--2019-01-11,it,0juSegsrO7siAAjlNATKV2
27,Giuro Che (feat. Priestess & Quentin40),Gemitaiz,725360,2019-01-04--2019-01-11,it,0Pi8hOfhyPYQOg8PL6tcT9
28,Vaina Loca,Ozuna,711446,2019-01-04--2019-01-11,it,48zFZh27QU5qsrBjn4C2FA
29,Cherofobia,Martina Attili,699256,2019-01-04--2019-01-11,it,2TfcMUAZ4vH4fTA9eF53v2
30,SPARARE ALLA LUNA (feat. Coez),Salmo,694710,2019-01-04--2019-01-11,it,4spkZ6gRKh827yp6JI6TN1
31,Pianeti,Ultimo,688163,2019-01-04--2019-01-11,it,2w5wtWq30yTkNSG9YjMFvW
32,Poesia senza veli,Ultimo,686867,2019-01-04--2019-01-11,it,3f2b204xj4jZdoHjo9wj0W
33,Davide (feat. Coez),Gemitaiz,681072,2019-01-04--2019-01-11,it,1Lq5ApqhIWUXzlryFX2K6J
34,Bling Bling (Oro),Guè Pequeno,672660,2019-01-04--2019-01-11,it,11AXfsh0V6zCCU7Po6kQiY
35,In My Mind,Dynoro,658628,2019-01-04--2019-01-11,it,0E9ZjEAyAwOXZ7wJC0PD33
36,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Imagine Dragons,639693,2019-01-04--2019-01-11,it,2bzitsPcImYC6DZWvvLCQi
37,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,636848,2019-01-04--2019-01-11,it,2LskIZrCeLxRvCiGP8gxlh
38,Popstar,Sfera Ebbasta,633911,2019-01-04--2019-01-11,it,1fIuF52zouQWN13q3X9FHk
39,Tesla (feat. Sfera Ebbasta & DrefGold),Capo Plaza,629318,2019-01-04--2019-01-11,it,093RgZ7RXHZwIrxZhZYX4Q
40,HO PAURA DI USCIRE,Salmo,616186,2019-01-04--2019-01-11,it,4Nc1FDBI1NUiN48MjTiXEi
41,Bohemian Rhapsody - Remastered 2011,Queen,596446,2019-01-04--2019-01-11,it,7tFiyTwD0nx5a1eklYtX2J
42,High Hopes,Panic! At The Disco,589157,2019-01-04--2019-01-11,it,1rqqCSm0Qe4I9rUvWncaom
43,Se Piovesse Il Tuo Nome,Elisa,580396,2019-01-04--2019-01-11,it,7oETr2afFHIzjDIOpm4zPJ
44,Fumo Da Solo,Izi,573904,2019-01-04--2019-01-11,it,4sYbBt781iAS2S76IeMwIG
45,PERDONAMI,Salmo,572004,2019-01-04--2019-01-11,it,4Yr7z1MFiI2D3QnldF107i
46,Bad Boys (feat. Ketama126),Gemitaiz,554856,2019-01-04--2019-01-11,it,12mhNDtyap89L9H8KLexnS
47,Shallow,Lady Gaga,552889,2019-01-04--2019-01-11,it,2VxeLyX666F8uXCJ0dZF8B
48,Girls Like You (feat. Cardi B),Maroon 5,548818,2019-01-04--2019-01-11,it,7fa9MBXhVfQ8P8Df9OEbD8
49,Rollercoaster,Emis Killa,546042,2019-01-04--2019-01-11,it,4WJj8NsyCm3YAADCOe0hrf
50,D'estate non vale (feat. Ana Mena),Fred De Palma,544656,2019-01-04--2019-01-11,it,3dCEtkAfWhk15bLAWZAKLy
51,Ella Quiere Beber - Remix,Anuel AA,532843,2019-01-04--2019-01-11,it,2cYnZNzFRFK0H7vSNxPsUq
52,Promises (with Sam Smith),Calvin Harris,532617,2019-01-04--2019-01-11,it,5N5k9nd479b1xpDZ4usjrg
53,Sweet but Psycho,Ava Max,524151,2019-01-04--2019-01-11,it,25sgk305KZfyuqVBQIahim
54,Che Ci Faccio,Gemitaiz,517386,2019-01-04--2019-01-11,it,3yhRpGAdByLRLNwULguVeT
55,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,514670,2019-01-04--2019-01-11,it,3KkXRkHbMCARz0aVfEt68P
56,Ti Amo Ti Odio,GionnyScandal,514130,2019-01-04--2019-01-11,it,6fqfcwTvc1ddhtAKbmo8WI
57,BLACK WIDOW (Prod. Sick Luke),Zoda,505909,2019-01-04--2019-01-11,it,6kZQ6nCwwauGo7dfl63D1A
58,New York,Thegiornalisti,505061,2019-01-04--2019-01-11,it,1nhEQjgj0NrtAoDuFEhMEL
59,Il ballo delle incertezze,Ultimo,500947,2019-01-04--2019-01-11,it,0Wq6iAraiUpSbBSPmv4gLu
60,RICCHI E MORTI,Salmo,487276,2019-01-04--2019-01-11,it,2sCkQ5AoGNKy0urYd2E3BT
61,Pablo,Rvssian,485926,2019-01-04--2019-01-11,it,0l8vhDaEztxLCQsFOAX64d
62,Pregiudicati (feat. Izi),Gianni Bismark,483494,2019-01-04--2019-01-11,it,6nTAhWBHzBZ0MohnLqxy4q
63,Uno squillo,Capo Plaza,482333,2019-01-04--2019-01-11,it,7zivIUyCw9MmYftdcayXnN
64,Tutto tua madre,J-AX,479497,2019-01-04--2019-01-11,it,1PahySwtcIaiG7GUnCy9tx
65,Malibu,Vegas Jones,472740,2019-01-04--2019-01-11,it,08AN0HMXNr3DGGDCOWsTAw
66,Fotografia (feat. Francesca Michielin & Fabri Fibra),Carl Brave,470161,2019-01-04--2019-01-11,it,3fw3W15QK6a9UxJGgndtYu
67,"thank u, next",Ariana Grande,466846,2019-01-04--2019-01-11,it,2rPE9A1vEgShuZxxzR2tZH
68,Wow.,Post Malone,459059,2019-01-04--2019-01-11,it,6MWtB6iiXyIwun0YzU6DFP
69,Nera,Irama,454668,2019-01-04--2019-01-11,it,6Lc0La3OwOmAouQjbID4uX
70,Without Me,Halsey,451224,2019-01-04--2019-01-11,it,5p7ujcrUXASCNwRaWNHR1C
71,Morirò da Re,Måneskin,446365,2019-01-04--2019-01-11,it,1aX0Ki80LFzzhqxqRlqbAV
72,Ti dedico il silenzio,Ultimo,446002,2019-01-04--2019-01-11,it,6GLmGfALwjzCaOiHwgfU7g
73,Thunderclouds,Sia,444483,2019-01-04--2019-01-11,it,2c7GlMNmF7pbohjykutmLP
74,Yung (feat. tha Supreme) - prod. tha Supreme,Dani Faiv,438586,2019-01-04--2019-01-11,it,6JgOoszSJDN5yl5NYa6K9V
75,Non Abbiamo Età,Luche,433872,2019-01-04--2019-01-11,it,0NwuXciw6eQc4edjwSBnV3
76,Sopra,Gazzelle,431769,2019-01-04--2019-01-11,it,3Cbaa4ZmODhKEGSkMsbkOO
77,Guarda Come Flexo 2,MamboLosco,429676,2019-01-04--2019-01-11,it,6PX2GtCt8YJzOQ4ulJM41k
78,La musica non c'è,Coez,429448,2019-01-04--2019-01-11,it,7MMJa7cjMadOSR6CFWvB1x
79,Felicità puttana,Thegiornalisti,424820,2019-01-04--2019-01-11,it,695AOnYHYnvHIMaTNKjkA5
