Position,Track Name,Artist,Streams,date,region,spotify_id
1,blun7 a swishland,tha Supreme,2759917,2020-01-03--2020-01-10,it,7HwvPmK74MBRDhCIyMXReP
2,fuck 3x,tha Supreme,1794877,2020-01-03--2020-01-10,it,5YxP1CkunbhUQVvctFOHa7
3,Dance Monkey,Tones And I,1758744,2020-01-03--2020-01-10,it,1rgnBhdG2JDFTbYkYRZAku
4,Ti volevo dedicare (feat. J-AX & Boomdabash),Rocco Hunt,1551080,2020-01-03--2020-01-10,it,00GxbkrW4m1Tac5xySEJ4M
5,ANSIA NO,FSK SATELLITE,1548224,2020-01-03--2020-01-10,it,2yuYI5NFhevxa05se7Qht9
6,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,1487094,2020-01-03--2020-01-10,it,020wG4EHTwBy5h2rbpxqvK
7,CRUDELIA - I nervi,Marracash,1381504,2020-01-03--2020-01-10,it,1OeIJITrlUR4qss2kywMEn
8,Tutto Questo Sei Tu,Ultimo,1242660,2020-01-03--2020-01-10,it,2JbPEAf12Ju2CxSIoZC89d
9,RITMO (Bad Boys For Life),Black Eyed Peas,1204010,2020-01-03--2020-01-10,it,6cy3ki60hLwimwIje7tALf
10,BRAVI A CADERE - I polmoni,Marracash,1192073,2020-01-03--2020-01-10,it,4SpV49wwekArulAVjEez3i
11,Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,1178747,2020-01-03--2020-01-10,it,6h5nbfvIJHRNH3oGrNWJwn
12,Soldi in Nero - feat. Sfera Ebbasta,Shiva,1171739,2020-01-03--2020-01-10,it,1Xm2e1vDwOMeJJioWuG1s7
13,Falling,Trevor Daniel,1108007,2020-01-03--2020-01-10,it,4TnjEaWOeW0eKTKIEvJyCa
14,Chiasso,Random,1067670,2020-01-03--2020-01-10,it,4UJoAdTMnqxQHKWKLLQpvK
15,Holly & Benji (feat. Capo Plaza & Shiva),AVA,1006515,2020-01-03--2020-01-10,it,4tchNSV4eZQ9vG4GNA4iJa
16,Memories,Maroon 5,1005462,2020-01-03--2020-01-10,it,2b8fOow8UzyDFAE27YhOZM
17,Cin Cin,Alfa,969019,2020-01-03--2020-01-10,it,1jJMhPp0Rm6lAi077PXeEQ
18,Non Avere Paura,Tommaso Paradiso,954595,2020-01-03--2020-01-10,it,1qMx707PFdFXdwLvcUTNz3
19,Una volta ancora (feat. Ana Mena),Fred De Palma,927655,2020-01-03--2020-01-10,it,6swHvavSroD4ur3Q18MjYz
20,Barrio,Mahmood,921213,2020-01-03--2020-01-10,it,1MCSc1ZxlwV5muFXKocAnW
21,ROXANNE,Arizona Zervas,917577,2020-01-03--2020-01-10,it,696DnlkuDOXcMAnKlTgXXK
22,m12ano - feat. Mara Sattei,tha Supreme,901404,2020-01-03--2020-01-10,it,0LfMuWu6FKNSDHEoxHu9iK
23,Don't Start Now,Dua Lipa,897039,2020-01-03--2020-01-10,it,6WrI0LAC5M1Rw2MnX2ZvEg
24,sw1n6o - feat. Salmo,tha Supreme,868003,2020-01-03--2020-01-10,it,0I26eEAwEoii0wHuFqwhYO
25,Bossoli,Shiva,857056,2020-01-03--2020-01-10,it,5mn8bU8IjYqr8ZqTDmLtSO
26,"CHARLES MANSON (BUON NATALE2) (feat. Lazza) - feat. Dani Faiv, Nitro",Salmo,856969,2020-01-03--2020-01-10,it,4z6l90HzhLLCd0hWddzbrh
27,Gigolò (feat. Sfera Ebbasta & Capo Plaza),Lazza,849024,2020-01-03--2020-01-10,it,4KilYheWwxakB1L43ECTeP
28,Ayy Macarena,Tyga,846148,2020-01-03--2020-01-10,it,6LcauUZjF1eXQrgqMUecHX
29,Yummy,Justin Bieber,822126,2020-01-03--2020-01-10,it,41L3O37CECZt3N7ziG2z7l
30,Il tuo profumo,Fred De Palma,768492,2020-01-03--2020-01-10,it,0sqbGUEecNagMilnntIsuZ
31,occh1 purpl3 - feat. Marracash,tha Supreme,760102,2020-01-03--2020-01-10,it,7gRPkCEa3YMaxET5ZYT7Ni
32,Twerk (con Boro Boro),MamboLosco,754138,2020-01-03--2020-01-10,it,4jiCUUfjuJoG03gnw3jj1r
33,Piccola Stella,Ultimo,736780,2020-01-03--2020-01-10,it,6sLBJkMyZIkGevtpYgeotT
34,MADAME - L'anima (feat. Madame),Marracash,729897,2020-01-03--2020-01-10,it,2wL96n9ToLGhekNTFrPhxj
35,Lento,Boro Boro,703332,2020-01-03--2020-01-10,it,0iRKVjfQzpr41T3WsU7shl
36,ENFASI,Sierra,699511,2020-01-03--2020-01-10,it,77VwA6u9JEb4WG5lWSkvU6
37,GANG (feat. Geolier),Samurai Jay,693017,2020-01-03--2020-01-10,it,2Yd6hF9rBSibtF4hlcnBEw
38,Rossetto,Random,676552,2020-01-03--2020-01-10,it,4nWtDExgGzlOQwxmp5JjUT
39,Circles,Post Malone,672963,2020-01-03--2020-01-10,it,21jGcNKet2qwijlDFuPiPb
40,m8nstar,tha Supreme,671474,2020-01-03--2020-01-10,it,3vPXCd0uNm66sbDEDG5Vwd
41,SCACCIACANI,Ketama126,664040,2020-01-03--2020-01-10,it,1T4Q9sLfxlFP4EMvedo8p3
42,everything i wanted,Billie Eilish,659186,2020-01-03--2020-01-10,it,3ZCTVFBt2Brf31RLEnCkWJ
43,ch1 5ei te,tha Supreme,648109,2020-01-03--2020-01-10,it,0tRj4m46GRFrBS7IsbS0Gk
44,Mon Fre - feat. Emis Killa,Shiva,646858,2020-01-03--2020-01-10,it,4dDMgEj5GpBTI1lvVlYPu7
45,La tua canzone,Coez,642898,2020-01-03--2020-01-10,it,4Z43nMEiOiNeDrqu2BN0JD
46,Dove e quando,Benji & Fede,617768,2020-01-03--2020-01-10,it,5XM7tx8ovQ9UrYqUowW1AK
47,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,600026,2020-01-03--2020-01-10,it,2fkVZYFv9hOejIsLzZy8ad
48,no14 - feat. Dani Faiv,tha Supreme,594758,2020-01-03--2020-01-10,it,7KksdXBhdufqWDxGxyt4I7
49,YOSHI (feat. Fabri Fibra) - prod. Strage,MACHETE,591117,2020-01-03--2020-01-10,it,3Hh0ZcGIqIkSiJVZGLcVLx
50,scuol4,tha Supreme,587928,2020-01-03--2020-01-10,it,1V7hvLe3fpZTMoqKLkBDgW
51,Lose Control,MEDUZA,581110,2020-01-03--2020-01-10,it,7CHi4DtfK4heMlQaudCuHK
52,Candy,VillaBanks,575502,2020-01-03--2020-01-10,it,3a3EzSxWvDno8RpTMv7Xch
53,LOVE BANDANA,Ketama126,568144,2020-01-03--2020-01-10,it,15hXSWGLcvtUZLtzCY7E0Q
54,Blinding Lights,The Weeknd,560219,2020-01-03--2020-01-10,it,0sf12qNH5qcw8qpgymFOqD
55,Que Calor (with J Balvin & El Alfa),Major Lazer,553410,2020-01-03--2020-01-10,it,1G2CAJeP7rCwOZjlSJ0Zw3
56,oh 9od - feat. Nayt,tha Supreme,550488,2020-01-03--2020-01-10,it,5Qy9jtZdxUnFXmgPp3u5VZ
57,Polo nord - C+N Progressive Mix,Massimo Pericolo,540166,2020-01-03--2020-01-10,it,1Wbc0N0X1zkFqnKGcj8Quh
58,È sempre bello,Coez,533201,2020-01-03--2020-01-10,it,6IdiuMw1FSAvU3e6bgWQVX
59,Fuori E Dentro (feat. tha Supreme),Gemitaiz,519860,2020-01-03--2020-01-10,it,34UHhwlly3SHryWuVfMOJm
