Position,Track Name,Artist,date,region,spotify_id
1,Bill Murray,I Giocattoli,2018-01-01,it,3Ws800fUdnVwySSDuNconc
2,The Greatest Show,Hugh Jackman,2018-01-01,it,43ay9lQZ5rfNcOOHhRF2cM
3,This Is Me,Keala Settle,2018-01-01,it,2xGjteMU3E1tkEPVFBO08U
4,A Million Dreams,Ziv Zaifman,2018-01-01,it,0RoA7ObU6phWpqhlC9zH4Z
5,Never Enough,Loren Allred,2018-01-01,it,0Gl5s8IhMmQE5YQwM8Qx1J
6,Che loco che mi sento!,Simone Iuè,2018-01-01,it,2Wf9xlNTV7HtS0i3yZy8Ig
7,Quando ho incontrato te,Cosmo,2018-01-01,it,5iNFOkYE7WVbGIJosbLoel
8,Rewrite The Stars,Zac Efron,2018-01-01,it,630sXRhIcfwr2e4RdNtjKN
9,Vasame,Arisa,2018-01-01,it,6RhamhWzF7bkMYzi0zbpAp
10,Orgasmo,Calcutta ,2018-01-01,it,5G22c0zkJae5EzQRyx3blf
11,Gianni Agnelli,Chiummariello,2018-01-01,it,3C5cYGcmKokln4npKhebnQ
12,Capofitto,Meli,2018-01-01,it,2AfYakmw5aJiXdcIjyT08R
13,In ogni parte del mio corazon,Simone Iuè,2018-01-01,it,0B7BrPZ1cqVQPOSNziiKdp
14,From Now On,Hugh Jackman,2018-01-01,it,3IkWmgGsXbsafrunwPojXO
15,Bambola,Betta Lemme,2018-01-01,it,1g74yo0JfLV2yqA2oIz6xl
16,Boom Bitch,La Diva Del Tubo,2018-01-01,it,58Kkrk3jBMJA01jrn7eNeW
17,Ricordami (Ernesto De La Cruz),Fabrizio Russotto,2018-01-01,it,6AwXdJOxub2INdtu0t8BUC
18,River (feat. Ed Sheeran),Eminem,2018-01-01,it,5UEnHoDYpsxlfzWLZIc7LD
19,Interrail (feat. Carl Brave x Franco126),Frenetik&Orang3,2018-01-01,it,6orY1dYhipMZU8oyYsHj1T
20,The Other Side,Hugh Jackman,2018-01-01,it,2cKovq3l6OJjhVVDbVKOsr
21,30 40 50,Bianco,2018-01-01,it,0kmS76apUip3L37IOfstAp
22,Perfect Symphony (Ed Sheeran & Andrea Bocelli),Ed Sheeran,2018-01-01,it,3zl7j5ua8mF4JDYuxrfo01
23,Disco samba medley,Baby Land,2018-01-01,it,7fs2ox6WN5ELk8QBEunGgN
24,Leave a Light On,Tom Walker,2018-01-01,it,6lOWoTqVnAWXchddtTH31W
25,Avvoltoi,DJ Myke,2018-01-01,it,5k3D5mNOsY7am5186aTpFc
26,DYO,Leo Pari,2018-01-01,it,3JhEhAAnzTdyv1bZXP36GF
27,L'amore è,Enrico Nigiotti,2018-01-01,it,0iOHkI1AyDXfDeoXEFaP2e
28,¿Porqué te vas?,Jeanette,2018-01-01,it,11rsK9GDZ9UdWsxtDqnMmN
29,Un pò un pino,Skioffi,2018-01-01,it,4cPwszutZMuOSjXTp6AY4U
30,Ricordami (Lullaby),Emiliano Coltorti,2018-01-01,it,7wTncdYglIWFBf8nRrUe8S
31,Bartier Cardi (feat. 21 Savage),Cardi B,2018-01-01,it,75FDPwaULRdYDn4StFN2rT
32,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,2018-01-01,it,1bhUWB0zJMIKr9yVPrkEuI
33,Come neve,Giorgia,2018-01-01,it,7flx8835YXeRbhFBGaZ42g
34,Bum Bum Tam Tam,MC Fioti,2018-01-01,it,4zWO4gvuFtw6EJZC5FFGlr
35,Medusa,Vale Lambo,2018-01-01,it,6wtObbvccAK4BfsDJnzGM0
36,Irraggiungibile (feat. Federica Carta),Shade,2018-01-01,it,03PDOt4cRKQgpYfA9I9wnC
37,Goodbye,Apparat,2018-01-01,it,7M0fsXo6rpXOKkveYooBob
38,Sissi,Sequoyah Tiger,2018-01-01,it,6mvc6zek34rSEXviYhHJCF
39,Samba Megamix (12 version),Two Man Sound,2018-01-01,it,3h9GLvqH55IAqUD0kvGE6X
40,Perfect,Ed Sheeran,2018-01-01,it,0tgVpDi06FyKpA1z0VMD4v
41,Surdat (from: Gomorra / Gomorrah),Livio Cori,2018-01-01,it,1SSQ3eSAsk2SScWXQW7gP0
42,In My Mind,Dynoro,2018-01-01,it,2HvMyC2NoRJceu6Lgbn4lS
43,Brilla,Rubik Beats,2018-01-01,it,1FLRLDuebygzqBTpYFQHTE
44,Chosen,Måneskin,2018-01-01,it,2lDgdWIGLYuk74pDeRPgPF
45,Juanita,Emiliano Coltorti,2018-01-01,it,1jVrIWeWML1w3BlGOtKnNJ
46,Ricordami (Reunion),Simone Iuè,2018-01-01,it,3WTRIljDyDHzxZvg3fncPv
47,Il mondo es mi familia,Simone Iuè,2018-01-01,it,1pGkesDNJypYAZzuMfNEe4
48,6 G,Rampaz,2018-01-01,it,1DwosMf34tRbOARv0s1vED
49,Vincent,James Blake,2018-01-01,it,2Xt63x3cDcU28YVkfOxlyF
50,Secondigliano regna,Enzo Dong,2018-01-01,it,1tH3EfpvRCrxgvTPVm0ABU
